elo_band,time_bin,avg_accuracy,n_moves
1400–1999,0,94.10407195425464,37744032
1400–1999,1,94.06908719262188,68028285
1400–1999,2,93.71234507662749,56281269
1400–1999,3,93.26117957753341,32702714
1400–1999,4,93.01843272125156,22118330
1400–1999,5,92.85549008043816,16625592
1400–1999,6,92.6654981606721,13235515
1400–1999,7,92.47845423638421,10828616
1400–1999,8,92.2864199028579,9065055
1400–1999,9,92.12298212214452,7647251
1400–1999,10,91.9734287424685,6555489
1400–1999,11,91.8338819432153,5641932
1400–1999,12,91.7029624754809,4917882
1400–1999,13,91.6124730959437,4299549
1400–1999,14,91.47935419723932,3803777
1400–1999,15,91.39841568106485,3361630
1400–1999,16,91.32436264234953,3009125
1400–1999,17,91.2656077857297,2683432
1400–1999,18,91.16844266637304,2419223
1400–1999,19,91.09952816887339,2175884
1400–1999,20,91.02399077554708,1976477
1400–1999,21,90.98041220484474,1789329
1400–1999,22,90.9160610937513,1632456
1400–1999,23,90.8731042233269,1489326
1400–1999,24,90.80848581294356,1367746
1400–1999,25,90.71589420346011,1249429
1400–1999,26,90.72254776405269,1155205
1400–1999,27,90.68271196348458,1059070
1400–1999,28,90.6423179668146,983727
1400–1999,29,90.6216742175825,906898
1400–1999,30,90.58935741889162,840104
1400–1999,31,90.5307421185566,780268
1400–1999,32,90.47693406431189,726865
1400–1999,33,90.48174098804706,674975
1400–1999,34,90.45525266225009,630979
1400–1999,35,90.37721525005415,586428
1400–1999,36,90.38035543778078,551414
1400–1999,37,90.37011175120314,514022
1400–1999,38,90.37473227491388,484059
1400–1999,39,90.28631639809004,452070
1400–1999,40,90.27432263644663,425158
1400–1999,41,90.29083814052113,400510
1400–1999,42,90.2218451753648,376793
1400–1999,43,90.27411006220657,354302
1400–1999,44,90.25261443357229,334991
1400–1999,45,90.28558281503645,314622
1400–1999,46,90.23050221144875,298516
1400–1999,47,90.26631588623854,281146
1400–1999,48,90.20748249963447,267165
1400–1999,49,90.15444563080327,252428
1400–1999,50,90.07921398172853,239035
1400–1999,51,90.12929355531455,226768
1400–1999,52,90.07604723068339,215544
1400–1999,53,90.0680812373203,204714
1400–1999,54,90.144210597121,194932
1400–1999,55,90.10330909051659,185100
1400–1999,56,90.07924323818195,176167
1400–1999,57,90.07982830741742,167150
1400–1999,58,90.05867522778523,159878
1400–1999,59,90.09591361035174,151700
1400–1999,60,90.11157706623993,145659
2000+,0,95.10383267927328,9120319
2000+,1,94.99562786332146,13740586
2000+,2,94.63323535759774,8973657
2000+,3,94.29986818341891,4889856
2000+,4,94.20814693492504,3324430
2000+,5,94.0880184312825,2469301
2000+,6,93.87412897824075,1915056
2000+,7,93.68894090196055,1516612
2000+,8,93.53847686432722,1233101
2000+,9,93.39336526303386,1014931
2000+,10,93.20949685939148,849649
2000+,11,93.11043194715658,718414
2000+,12,92.98184234424252,616090
2000+,13,92.90878181631265,531147
2000+,14,92.82999053028946,463913
2000+,15,92.76316400676478,405577
2000+,16,92.70109252890157,359717
2000+,17,92.58827353243505,318561
2000+,18,92.57008643309027,285765
2000+,19,92.56677261079562,255450
2000+,20,92.52043892238206,230139
2000+,21,92.4506166048837,208021
2000+,22,92.37247647615759,188883
2000+,23,92.36381486801307,172785
2000+,24,92.27992061492698,158508
2000+,25,92.34852286118382,144049
2000+,26,92.32821174445709,133047
2000+,27,92.21766721239528,122872
2000+,28,92.14883608212884,113705
2000+,29,92.21598128458723,105179
2000+,30,92.22533851210751,97211
2000+,31,92.15087792028959,90951
2000+,32,92.09075468649647,84108
2000+,33,92.17419526594857,78380
2000+,34,92.08862302576712,74075
2000+,35,91.99560675452933,68642
2000+,36,92.04524139882528,64635
2000+,37,91.96790312078728,60744
2000+,38,92.07916878940122,57023
2000+,39,92.08396653578659,53569
2000+,40,91.94555477592321,50228
2000+,41,91.99401705460495,47167
2000+,42,92.01834472588483,44725
2000+,43,91.99211642419193,42176
2000+,44,91.99269934314943,40389
2000+,45,92.02960741215861,38002
2000+,46,92.12803162787596,35962
2000+,47,92.07912895206131,33918
2000+,48,91.7673987077825,32440
2000+,49,91.86447270418931,30792
2000+,50,92.00983466505299,28885
2000+,51,91.95062167244645,27349
2000+,52,91.83858595894961,26231
2000+,53,92.01928816370999,25020
2000+,54,92.06667814056335,23897
2000+,55,91.81795864549326,22830
2000+,56,91.84917381367076,22023
2000+,57,92.0454298837782,20903
2000+,58,91.8292312130047,20017
2000+,59,91.81851258030848,19053
2000+,60,91.71299612150902,18209
<1400,0,93.12270979166941,9331412
<1400,1,93.19460241855273,18894007
<1400,2,92.82906001639788,18959322
<1400,3,92.26723420868275,12116389
<1400,4,91.92541563517462,8470159
<1400,5,91.71900633804448,6464718
<1400,6,91.48727711912139,5190464
<1400,7,91.2738043211261,4280813
<1400,8,91.03246505145401,3599534
<1400,9,90.85305887287464,3052446
<1400,10,90.66582180811666,2620493
<1400,11,90.49145493732853,2261047
<1400,12,90.33633285786519,1969499
<1400,13,90.19163640905032,1719742
<1400,14,90.0882229142628,1516478
<1400,15,89.9321851905279,1339222
<1400,16,89.80757698128355,1190974
<1400,17,89.73063777398413,1059795
<1400,18,89.5934148090119,949054
<1400,19,89.53950446589266,851583
<1400,20,89.47291768098147,766292
<1400,21,89.3553324419606,689908
<1400,22,89.27937616688328,625189
<1400,23,89.24470579966007,566807
<1400,24,89.14791267868526,516338
<1400,25,89.02916313796774,468091
<1400,26,89.05410470314209,429997
<1400,27,88.93192437969387,390907
<1400,28,88.90500217285592,359560
<1400,29,88.87845860588463,329799
<1400,30,88.77917496948062,303811
<1400,31,88.73351640201605,277939
<1400,32,88.69104781251579,256691
<1400,33,88.66087438727959,236926
<1400,34,88.65108917227425,218900
<1400,35,88.51843557733329,203003
<1400,36,88.49261822376812,187304
<1400,37,88.43674903742766,174032
<1400,38,88.3976799198708,161664
<1400,39,88.48087642644371,149850
<1400,40,88.55172521476993,139443
<1400,41,88.32866424045318,129773
<1400,42,88.39386943147822,121184
<1400,43,88.45008972677256,112926
<1400,44,88.43689878367879,105820
<1400,45,88.12389141917205,98397
<1400,46,88.10562730685203,92655
<1400,47,88.24066431627135,86369
<1400,48,88.15258999357492,80875
<1400,49,88.24952196171454,76408
<1400,50,88.10874660917369,71588
<1400,51,88.12990743354472,67304
<1400,52,88.03022581839346,63179
<1400,53,88.24410552995292,59426
<1400,54,88.12617329532527,56010
<1400,55,87.98460059965275,52903
<1400,56,88.01248684245436,50090
<1400,57,88.07891938554755,47208
<1400,58,88.13860922985529,44592
<1400,59,88.04564734099553,41854
<1400,60,88.02130136848089,39848
