elo_band,time_bin,avg_accuracy,n_moves
600,0,91.04853162518197,728794
600,1,91.55535140862848,1197785
600,2,91.28861443459175,1368078
600,3,90.63941884787502,1024949
600,4,90.15251236695774,792453
600,5,89.75376669677206,632868
600,6,89.46498798571693,518426
600,7,89.1205473101414,431788
600,8,88.91590216566308,360832
600,9,88.8101858439623,307024
600,10,88.5410985301472,260861
600,11,88.33381504426102,223405
600,12,88.15472243035786,192091
600,13,87.96487852548272,166079
600,14,87.89657451766702,144595
600,15,87.76012926281602,126148
600,16,87.64353545064375,109532
600,17,87.60418933452493,96270
600,18,87.30794999066129,85358
600,19,87.18821425371556,75227
600,20,87.3354553177365,66835
600,21,87.07055242511777,59133
600,22,87.08636240583891,53120
600,23,86.89759337277977,47107
600,24,86.84877056786976,41866
600,25,86.89346592751994,37931
600,26,86.54770557766362,34119
600,27,86.66362512702841,30545
600,28,86.5038855007455,27429
600,29,86.44811667775933,24501
600,30,86.55925048830484,22367
600,31,86.24400683555655,20178
600,32,86.56778762831766,18537
600,33,86.66770037526285,16694
600,34,86.22799291839728,15063
600,35,86.37426335001349,13696
600,36,86.19921124942547,12655
600,37,86.64690984797593,11477
600,38,85.95138968958128,10275
600,39,86.66061179935313,9436
600,40,86.31735290565454,8630
600,41,86.18174723470831,8073
600,42,85.87466299378096,7406
600,43,85.68189133042756,6763
600,44,86.61818239479526,6104
600,45,86.34573033854932,5735
600,46,86.01543250600487,5173
600,47,86.2507640155731,4796
600,48,85.95240193415724,4564
600,49,85.31850514551779,4117
600,50,85.96458338147826,3838
600,51,86.19974861439438,3445
600,52,86.48097408100861,3317
600,53,86.10604760135469,3122
600,54,86.10181882600274,2880
600,55,85.79283481491875,2650
600,56,85.75842558401673,2459
600,57,85.74418823182896,2310
600,58,87.1208207620904,2122
600,59,86.03630408609963,1981
600,60,86.13923693338192,1745
800,0,92.24001060396715,2777754
800,1,92.29705025485455,4721658
800,2,91.91156577675098,4833098
800,3,91.2757260235746,3347146
800,4,90.83540007388359,2484344
800,5,90.48872326889894,1952546
800,6,90.22922834833584,1589533
800,7,90.00574520180598,1313458
800,8,89.73353738920449,1100508
800,9,89.51463251855508,927728
800,10,89.31162699811432,792837
800,11,89.17065315964538,677505
800,12,88.97669664278173,586344
800,13,88.85030090215153,508321
800,14,88.74056949858952,444870
800,15,88.58981617845546,388169
800,16,88.453390299008,341766
800,17,88.3823892483143,300129
800,18,88.33133119527363,267204
800,19,88.20005367819567,237921
800,20,88.06840725165665,212735
800,21,87.90237988023915,189249
800,22,87.8891120327743,170443
800,23,87.7507738673012,152172
800,24,87.63351159709276,137490
800,25,87.73458067426014,123252
800,26,87.56202256312444,111477
800,27,87.46721571735569,100921
800,28,87.50231080823865,91302
800,29,87.36529636062737,83083
800,30,87.39603915700468,75733
800,31,87.28213947213688,68560
800,32,87.3022281933281,63018
800,33,87.44493897915186,57559
800,34,87.25792388109927,52646
800,35,87.00607203946991,47816
800,36,87.06268285199721,44064
800,37,86.88865023126334,40311
800,38,86.85703166139915,37261
800,39,87.04621107159375,34266
800,40,86.82444737694065,31806
800,41,87.04003189085006,28896
800,42,87.08532470896452,26777
800,43,86.86574180107228,24989
800,44,86.95450676063268,22931
800,45,86.90061290237995,21326
800,46,87.05408306555456,19523
800,47,86.61123962380246,17839
800,48,86.75410550715233,16774
800,49,86.91603637787715,15426
800,50,86.58325116710783,14616
800,51,86.48618327098139,13484
800,52,86.5519270829756,12558
800,53,86.27943172953864,11565
800,54,86.94293768976866,10902
800,55,86.95836435648665,10129
800,56,87.03501553946376,9432
800,57,86.62264381046178,8766
800,58,86.17062351228782,8461
800,59,86.822052457684,7798
800,60,85.91564148548196,7268
1000,0,92.97631351827293,5781648
1000,1,92.77829528784463,9565206
1000,2,92.33887406434316,9040638
1000,3,91.73852771212701,5946811
1000,4,91.35346479037965,4314827
1000,5,91.07073591617048,3356164
1000,6,90.81204248380888,2721027
1000,7,90.5516200801451,2242107
1000,8,90.33349949014382,1876825
1000,9,90.17389556715553,1581562
1000,10,90.00539814724314,1350655
1000,11,89.81065148323509,1155381
1000,12,89.71647915879242,1000931
1000,13,89.5122469356278,866797
1000,14,89.39525070344446,759397
1000,15,89.29548196451809,665215
1000,16,89.18872447974272,589506
1000,17,89.10636735639747,518163
1000,18,88.9887665474183,464137
1000,19,88.92619914240203,411560
1000,20,88.873950627847,370044
1000,21,88.7415504015369,330472
1000,22,88.70555769092816,298074
1000,23,88.58262745783522,269033
1000,24,88.52114345062084,242847
1000,25,88.48052677634344,219799
1000,26,88.4528924512198,199838
1000,27,88.40333269034635,181151
1000,28,88.26933105995676,165663
1000,29,88.32777664300949,150516
1000,30,88.18567609925309,137855
1000,31,88.11184761859074,126098
1000,32,88.03891437500401,115587
1000,33,88.00726951007094,105539
1000,34,87.9887193651365,97911
1000,35,88.07763892797479,89731
1000,36,87.99441455114312,82912
1000,37,87.85870456198253,76384
1000,38,88.00479646231204,70875
1000,39,87.97394883442983,65018
1000,40,87.94585907815845,60190
1000,41,87.8812623563971,55413
1000,42,87.78279140090036,52311
1000,43,87.64628411211267,48383
1000,44,87.66643068112053,44653
1000,45,87.63433654751722,41488
1000,46,87.64845202564767,38866
1000,47,87.63322326412818,36106
1000,48,87.62775593520443,34034
1000,49,87.55906295863532,31572
1000,50,87.42989075408371,29410
1000,51,87.5229760907237,27391
1000,52,87.70220691680039,25964
1000,53,87.56840246124051,23837
1000,54,87.46378444510447,22653
1000,55,87.60194500738557,20997
1000,56,87.5265162237721,20005
1000,57,87.21825673686247,18624
1000,58,87.36631782959849,17605
1000,59,87.37552120941088,16500
1000,60,86.83497796202005,15722
1200,0,93.38037119595926,8344728
1200,1,93.13354322013046,13509902
1200,2,92.70236523868846,12077432
1200,3,92.14118936626298,7679201
1200,4,91.78812973390193,5512133
1200,5,91.55351280464454,4282205
1200,6,91.30474076683902,3478940
1200,7,91.08231776995153,2871403
1200,8,90.87019058935844,2410156
1200,9,90.70128555524683,2035492
1200,10,90.54635237043176,1740730
1200,11,90.39394543373496,1491980
1200,12,90.23524452597333,1295384
1200,13,90.12958567752922,1125877
1200,14,90.00330012398193,988719
1200,15,89.93189474962324,867774
1200,16,89.82536372561191,769583
1200,17,89.74178645196635,681452
1200,18,89.65178731815364,609880
1200,19,89.60016215948858,545601
1200,20,89.51280835698462,490871
1200,21,89.4444731566241,440710
1200,22,89.35042277746263,398089
1200,23,89.2988254879688,358715
1200,24,89.20613896290327,327945
1200,25,89.1373930387649,296538
1200,26,89.09448817542133,271119
1200,27,89.00802517659604,247166
1200,28,89.02742080209833,226342
1200,29,89.0061838152799,207284
1200,30,89.01302175673092,191303
1200,31,88.81203015898461,174327
1200,32,88.87589554218046,161415
1200,33,88.79561947109711,148957
1200,34,88.78555653690982,137301
1200,35,88.73082891819531,126668
1200,36,88.71670546966183,117384
1200,37,88.71153068313787,108869
1200,38,88.65827436020406,101414
1200,39,88.6547644262456,93926
