elo_band,time_bin,avg_accuracy,n_moves
1400–1999,0,93.6722447856997,78265464
1400–1999,1,93.3630823814734,127903601
1400–1999,2,92.81177267433871,104621580
1400–1999,3,92.19023414811173,62341190
1400–1999,4,91.82333556144326,43469339
1400–1999,5,91.54470723797928,33269408
1400–1999,6,91.28764980381114,26762597
1400–1999,7,91.07038184231487,21925604
1400–1999,8,90.864764354671,18322769
1400–1999,9,90.69633713542699,15417215
1400–1999,10,90.53603632437498,13180544
1400–1999,11,90.40233734870866,11285771
1400–1999,12,90.26787950340956,9801772
1400–1999,13,90.15916647822968,8523881
1400–1999,14,90.05716339248701,7495956
1400–1999,15,89.95621569605551,6599322
1400–1999,16,89.87862963942288,5872277
1400–1999,17,89.77541595380963,5213281
1400–1999,18,89.72390476843921,4675514
1400–1999,19,89.63786131900066,4191745
1400–1999,20,89.59299206310929,3786328
1400–1999,21,89.53235255382144,3419520
1400–1999,22,89.45980179397966,3107137
1400–1999,23,89.40905632142199,2820798
1400–1999,24,89.35300712313175,2576006
1400–1999,25,89.3101422620317,2354287
1400–1999,26,89.26718677454826,2163695
1400–1999,27,89.23592310811685,1979376
1400–1999,28,89.22000191430132,1826262
1400–1999,29,89.17358329299066,1679931
1400–1999,30,89.10968672134253,1557379
1400–1999,31,89.08456202703422,1434470
1400–1999,32,89.05773108109886,1333514
1400–1999,33,89.01782467826057,1234494
1400–1999,34,89.00152117828615,1152849
1400–1999,35,88.93568242225875,1068339
1400–1999,36,88.93125292554576,996810
1400–1999,37,88.93245986875364,927360
1400–1999,38,88.88195486779635,868913
1400–1999,39,88.88125620261681,812250
1400–1999,40,88.85561416146027,760437
1400–1999,41,88.8534128316402,712360
1400–1999,42,88.79741471534973,670331
1400–1999,43,88.86161259790694,628200
1400–1999,44,88.82539711856032,592441
1400–1999,45,88.83049015565292,556529
1400–1999,46,88.7433398750751,524977
1400–1999,47,88.71219516698977,493919
1400–1999,48,88.7743027007826,466251
1400–1999,49,88.72870758081626,439885
1400–1999,50,88.69543287073814,417975
1400–1999,51,88.72199891646271,392469
1400–1999,52,88.66579874162682,374931
1400–1999,53,88.64441822680953,353384
1400–1999,54,88.68512268308743,336094
1400–1999,55,88.59377531508622,318138
1400–1999,56,88.6582078064269,302329
1400–1999,57,88.62821377632945,285991
1400–1999,58,88.59423339936453,273049
1400–1999,59,88.61650875082658,258690
1400–1999,60,88.56912456696321,247825
2000+,0,94.90040262416167,43463881
2000+,1,94.41742611458272,68522151
2000+,2,93.68180475644797,45247124
2000+,3,93.02674760217884,24582325
2000+,4,92.63601858824282,16591512
2000+,5,92.33491905462107,12305298
2000+,6,92.08195755340904,9598205
2000+,7,91.84692961686694,7639469
2000+,8,91.63426113319039,6223255
2000+,9,91.4771346688043,5116959
2000+,10,91.33929467853471,4283681
2000+,11,91.20560108986962,3606869
2000+,12,91.08173486472691,3075639
2000+,13,90.97355744320886,2634995
2000+,14,90.89492634597663,2286364
2000+,15,90.81079351698813,1991061
2000+,16,90.75696763125225,1751564
2000+,17,90.67696035289485,1542735
2000+,18,90.5951796998216,1372523
2000+,19,90.52527750699907,1218567
2000+,20,90.46780487939927,1097025
2000+,21,90.4824658647368,983758
2000+,22,90.37433220754922,889797
2000+,23,90.35850463898905,803100
2000+,24,90.29440496335009,730511
2000+,25,90.31164699484285,664229
2000+,26,90.2317005754747,607807
2000+,27,90.22932769290824,556578
2000+,28,90.17841449356052,512505
2000+,29,90.13696840626247,468830
2000+,30,90.12776381243049,433458
2000+,31,90.12252280144288,399893
2000+,32,90.15525259150498,370660
2000+,33,90.07202991566028,342167
2000+,34,90.04530729983705,319111
2000+,35,89.99810188864306,294513
2000+,36,89.99550737244327,275526
2000+,37,90.10647756448347,256986
2000+,38,89.93269420100319,238804
2000+,39,89.93508906586597,224138
2000+,40,90.03626929280276,210272
2000+,41,89.92413280715164,196196
2000+,42,89.875329049496,185735
2000+,43,89.88998013765247,172805
2000+,44,89.88398070269096,164083
2000+,45,89.8550969930396,153290
2000+,46,89.83205113566045,144998
2000+,47,89.88047461220653,136618
2000+,48,89.82651898015682,129195
2000+,49,89.84121838161926,121106
2000+,50,89.89881996213258,115837
2000+,51,89.78245913034495,109126
2000+,52,89.75288707863152,103891
2000+,53,89.83330914438055,98335
2000+,54,89.98595875360562,93080
2000+,55,89.83718049648894,88820
2000+,56,89.82731468350863,84039
2000+,57,89.76365008043747,79517
2000+,58,89.76626608797478,76340
2000+,59,89.83825492342689,72144
2000+,60,89.77031624640387,68874
<1400,0,92.7978953311551,39703736
<1400,1,92.59017949849408,65314604
