elo_band,time_bin,avg_accuracy,n_moves
<1400,0,92.35615111013502,45466543
<1400,1,92.36244829011792,74872283
<1400,2,91.91055143701641,69780893
<1400,3,91.27195731457077,45462470
<1400,4,90.86257143020855,32651340
<1400,5,90.58283446908081,25203253
<1400,6,90.31615394268879,20314956
<1400,7,90.09125302275524,16687226
<1400,8,89.86415671393742,13940251
<1400,9,89.68710288340662,11730221
<1400,10,89.49680850520593,10007067
<1400,11,89.34784349268017,8565194
<1400,12,89.20295514734774,7410510
<1400,13,89.06646560767618,6425486
<1400,14,88.95469237694631,5629838
<1400,15,88.82728735177575,4932112
<1400,16,88.70049166893412,4365645
<1400,17,88.6056696956752,3862776
<1400,18,88.52336737623754,3439850
<1400,19,88.44161294206334,3063210
<1400,20,88.37112217677989,2749842
<1400,21,88.29461209878946,2462660
<1400,22,88.20645927384211,2222984
<1400,23,88.12599501946137,2004655
<1400,24,88.06353504376781,1815254
<1400,25,88.02969507615252,1641672
<1400,26,87.9201927721575,1496378
<1400,27,87.91958202872651,1358957
<1400,28,87.86286238576965,1242052
<1400,29,87.80192463866219,1130463
<1400,30,87.7324737342631,1036617
<1400,31,87.73177779549712,946428
<1400,32,87.65224700535458,872454
<1400,33,87.60692753568745,798799
<1400,34,87.52636589662329,735974
<1400,35,87.53966137768687,676588
<1400,36,87.50358105892647,625802
<1400,37,87.50165124140806,577275
<1400,38,87.4282357777258,535749
<1400,39,87.4206006996351,494084
<1400,40,87.33394924793086,459385
<1400,41,87.39938134089641,425065
<1400,42,87.37508518006449,395329
<1400,43,87.23677785090875,366806
<1400,44,87.25310197819375,342515
<1400,45,87.22753544069806,317973
<1400,46,87.10228143349619,297505
<1400,47,87.2245141580299,276325
<1400,48,87.21352278281086,259839
<1400,49,87.17468177000913,241221
<1400,50,87.22546202935273,226371
<1400,51,87.02720987375596,211264
<1400,52,87.13247112717184,198867
<1400,53,87.13033052347016,186875
<1400,54,87.11074559281658,174997
<1400,55,87.08522933462427,164154
<1400,56,87.06573159741747,154700
<1400,57,87.01277167900105,144883
<1400,58,87.09380767889668,136929
<1400,59,86.93143649104218,128864
<1400,60,87.08560010735486,121537
