elo_band,time_bin,avg_accuracy,n_moves
2000+,38,91.06845081348152,127262
2000+,39,91.0144213323148,119684
2000+,40,91.03009571459476,113059
2000+,41,91.11102647448267,105975
2000+,42,91.06413124247749,100254
2000+,43,91.05379653124695,94069
2000+,44,91.02442200608978,88987
2000+,45,90.97388067607606,84255
2000+,46,91.08693214051598,79911
2000+,47,91.13692060220978,75573
2000+,48,91.08364240392326,71813
2000+,49,91.05786853214381,68451
2000+,50,91.01846910625302,64749
2000+,51,91.0617829750109,61404
2000+,52,90.95514156481225,58602
2000+,53,90.99906394476555,55762
2000+,54,91.1091017680339,53162
2000+,55,91.00734590067535,51023
2000+,56,91.20684367211324,48662
2000+,57,91.04484115200121,46737
2000+,58,91.11302996757681,44414
2000+,59,90.89997171631272,42554
2000+,60,91.1024407883772,40682
<1400,0,92.801116572526,40921208
<1400,1,92.69765283032379,75831791
<1400,2,92.24389048767485,73747711
<1400,3,91.60748272012619,46826918
<1400,4,91.22402959590295,33164356
<1400,5,90.95051223224436,25551450
<1400,6,90.68789683764628,20629510
<1400,7,90.45634269111338,17019030
<1400,8,90.2318789551183,14285268
<1400,9,90.04249577335459,12076027
<1400,10,89.85326214591235,10343138
<1400,11,89.69372554170378,8883730
<1400,12,89.52325602382088,7716593
<1400,13,89.39378057256492,6712539
<1400,14,89.26004770880589,5897357
<1400,15,89.14157151265378,5183739
<1400,16,89.01999969676018,4592663
<1400,17,88.89730547122039,4076022
<1400,18,88.81552430784627,3640419
<1400,19,88.73145437991776,3249202
<1400,20,88.62715348141607,2922387
<1400,21,88.5794452245466,2624159
<1400,22,88.45069618307134,2377827
<1400,23,88.3904314832055,2142185
<1400,24,88.32964327696435,1948221
<1400,25,88.24976585719666,1762404
<1400,26,88.19988799953806,1608584
<1400,27,88.12099820099495,1466053
<1400,28,88.09981744823665,1342770
<1400,29,88.01996069184773,1225474
<1400,30,88.01093295975822,1126115
<1400,31,87.91574755083629,1031992
<1400,32,87.83553385019127,949413
<1400,33,87.80264696015689,871979
<1400,34,87.80986760597375,806936
<1400,35,87.71693505170582,742936
<1400,36,87.75725758253662,688831
<1400,37,87.67355344485304,637421
<1400,38,87.62362315784969,592698
<1400,39,87.6312614146839,546239
<1400,40,87.58774264206482,508810
<1400,41,87.54780699792227,472117
<1400,42,87.55140685085046,440196
<1400,43,87.48431475427847,408849
<1400,44,87.41948713209966,382719
<1400,45,87.46118838026476,357213
<1400,46,87.38939763191625,333438
<1400,47,87.3894728906257,309848
<1400,48,87.42829594173934,292563
<1400,49,87.38180453177121,272878
<1400,50,87.32486693704128,256747
<1400,51,87.47225802863643,240366
<1400,52,87.3474519157203,226039
<1400,53,87.27429217997344,211912
<1400,54,87.37833203746968,199909
<1400,55,87.37909832544922,187499
<1400,56,87.19903124910437,177453
<1400,57,87.22653416070331,166342
<1400,58,87.09588689093214,157825
<1400,59,87.29156830835485,148299
<1400,60,87.24664300143921,140766
