elo_band,time_bin,avg_accuracy,n_moves
2000+,60,90.70257629095246,26254
<1400,0,92.9874391039707,17632924
<1400,1,92.82475668535642,28994551
<1400,2,92.3808477560832,27319246
<1400,3,91.7715241145302,17998107
<1400,4,91.37589667197268,13103757
<1400,5,91.09126237921586,10223783
<1400,6,90.83354770305104,8307926
<1400,7,90.58976307964225,6858756
<1400,8,90.36507325608534,5748321
<1400,9,90.19284886618877,4851806
<1400,10,90.01783221350571,4145083
<1400,11,89.85041799900267,3548271
<1400,12,89.70605468251425,3074750
<1400,13,89.56019227516396,2667074
<1400,14,89.44445692775986,2337581
<1400,15,89.34610601179213,2047306
<1400,16,89.23635080544963,1810387
<1400,17,89.15984209114205,1596014
<1400,18,89.05736149081633,1426579
<1400,19,88.98595177203993,1270309
<1400,20,88.91712642010783,1140485
<1400,21,88.80171926119225,1019564
<1400,22,88.7485749080481,919726
<1400,23,88.65303560837991,827027
<1400,24,88.57299970935455,750148
<1400,25,88.55137339380505,677520
<1400,26,88.47703151498456,616553
<1400,27,88.41510196296849,559783
<1400,28,88.38105073872906,510736
<1400,29,88.36729725583339,465384
<1400,30,88.33946366470087,427258
<1400,31,88.19074682478787,389163
<1400,32,88.21810288754914,358557
<1400,33,88.20462918889525,328749
<1400,34,88.14304854884158,302921
<1400,35,88.1150101809546,277911
<1400,36,88.08429219868792,257015
<1400,37,88.0347284223094,237041
<1400,38,88.02376031759931,219825
<1400,39,88.07816796223135,202646
<1400,40,87.98730460918506,187622
<1400,41,87.95989682537704,172849
<1400,42,87.91071486484657,162189
<1400,43,87.80914085951295,150119
<1400,44,87.85604305478142,139545
<1400,45,87.90994229035753,129898
<1400,46,87.89087929613221,120782
<1400,47,87.82473467266216,112890
<1400,48,87.7337401282964,106144
<1400,49,87.78183895419986,98480
<1400,50,87.6415917931425,91882
<1400,51,87.82974306052961,85751
<1400,52,87.85820422677219,81449
<1400,53,87.5993718530729,75197
<1400,54,87.88092934382037,71251
<1400,55,87.71388233649256,66223
<1400,56,87.89732608338893,62724
<1400,57,87.66296745492903,58911
<1400,58,87.44740610172386,55959
<1400,59,87.55596112338117,52109
<1400,60,87.27191476519363,49138
